6	123	R Alar	The tip of the buccal cusp of the maxillary right second premolar crown	1	0	0	1	1	0	0	0
6	124	L Alar	The tip of the buccal root of the maxillary right second premolar	1	0	0	1	1	0	0	0
6	121	Columella	The tip of the palatal root of the maxillary right second premolar	1	0	0	1	1	0	0	0
6	122	Subnasale	The tip of the mesiobuccal cusp of the maxillary right second molar crown	1	0	0	1	1	0	0	0
6	125	Superior Sulcus	The tip of the mesiobuccal root of the maxillary right second molar	1	0	0	1	1	0	0	0
6	126	Labiale Superius	The tip of the palatal root of the maxillary right second molar	1	0	0	1	1	0	0	0
6	129	Upper lip	The tip of the mesiobuccal cusp of the maxillary right third molar crown	1	0	0	1	1	0	0	0
6	130	Stomion superius	The tip of the mesiobuccal root of the maxillary right third molar	1	0	0	1	1	0	0	0
6	35	U1MP	The midpoint of the incisal maxillary left lateral incisor	3	0	0	1	1	1	0	0
6	127	R Crista Philtri	The tip of the root of the maxillary left lateral incisor	3	0	0	1	1	1	0	0
6	128	L Crista Philtri	The tip of the buccal cusp of the maxillary left first premolar crown	5	0	0	1	1	1	0	0
6	131	R Cheilion	The tip of the buccal root of the maxillary left first premolar	5	0	0	1	1	1	0	0
6	132	L Cheilion	The tip of the palatal root of the maxillary left first premolar	5	0	0	1	1	1	0	0
6	139	CNJ	The tip of the buccal cusp of the maxillary left second premolar crown	5	0	0	1	1	1	0	0
6	130	Stomion superius	The tip of the buccal root of the maxillary left second premolar	5	0	0	1	1	1	0	0
6	137	S GN	The tip of the palatal root of the maxillary left second premolar	5	0	0	1	1	1	0	0
6	138	S Menton	The tip of the mesiobuccal cusp of the maxillary left second molar crown	5	0	0	1	1	1	0	0
6	134	Labiale Inferius	The tip of the mesiobuccal root of the maxillary left second molar	5	0	0	1	1	1	0	0
6	133	Lower lip	The tip of the palatal root of the maxillary left second molar	5	0	0	1	1	1	0	0
6	135	Mentolabial Sulcus	The tip of the mesiobuccal cusp of the maxillary left third molar crown	5	0	0	1	1	1	0	0
6	136	S Pogonion	The tip of the mesiobuccal root of the maxillary left third molar	5	0	0	1	1	1	0	0
